vote_id,voting_scheme,limitation_dropped,num_voters,num_candidates,outcome,hapiness_list,overall_hapiness,strategic_voters,risk_of_strategic_voting,alternative_risk,pairs
10,Plurality,ATVA_1,50,3,"{'C': 19, 'A': 17, 'B': 14}","[1.0, 0.43, 0.52, 0.43, 0.43, 0.81, 1.0, 1.0, 0.43, 0.52, 0.52, 0.52, 1.0, 1.0, 1.0, 0.81, 0.52, 0.52, 0.52, 1.0, 1.0, 0.81, 0.81, 0.52, 0.52, 1.0, 1.0, 0.43, 1.0, 0.43, 0.43, 1.0, 0.43, 0.52, 0.81, 0.52, 0.81, 0.43, 0.52, 1.0, 1.0, 1.0, 0.52, 1.0, 0.52, 1.0, 1.0, 1.0, 0.81, 0.52]",36.34,[],"[0.01, 0.04, 0.03, 0.04, 0.04, 0.01, 0.01, 0.0, 0.04, 0.03, 0.03, 0.03, 0.0, 0.01, 0.01, 0.01, 0.03, 0.03, 0.03, 0.0, 0.01, 0.01, 0.01, 0.03, 0.03, 0.01, 0.01, 0.04, 0.0, 0.04, 0.04, 0.01, 0.04, 0.03, 0.01, 0.03, 0.01, 0.04, 0.03, 0.01, 0.0, 0.0, 0.03, 0.01, 0.03, 0.0, 0.01, 0.01, 0.01, 0.03]",0,
11,Plurality,ATVA_1,50,3,"{'C': 20, 'B': 16, 'A': 14}","[1.0, 1.0, 1.0, 0.52, 0.52, 0.52, 1.0, 0.52, 1.0, 0.52, 0.52, 1.0, 0.43, 0.52, 0.81, 1.0, 0.43, 0.43, 0.43, 1.0, 1.0, 0.81, 1.0, 0.52, 1.0, 1.0, 0.43, 0.43, 0.81, 0.43, 0.52, 0.52, 0.81, 0.52, 1.0, 0.81, 1.0, 1.0, 0.81, 1.0, 1.0, 1.0, 0.81, 0.81, 1.0, 0.52, 0.52, 1.0, 0.52, 0.52]",37.290000000000006,[],"[0.0, 0.0, 0.0, 0.03, 0.03, 0.03, 0.01, 0.03, 0.0, 0.03, 0.03, 0.0, 0.04, 0.03, 0.01, 0.0, 0.04, 0.04, 0.04, 0.01, 0.01, 0.01, 0.0, 0.03, 0.01, 0.0, 0.04, 0.04, 0.01, 0.04, 0.03, 0.03, 0.01, 0.03, 0.0, 0.01, 0.01, 0.0, 0.01, 0.0, 0.01, 0.01, 0.01, 0.01, 0.01, 0.03, 0.03, 0.0, 0.03, 0.03]",0,
12,Plurality,ATVA_1,50,3,"{'C': 20, 'A': 19, 'B': 11}","[0.81, 0.43, 0.43, 1.0, 0.52, 0.52, 0.81, 0.81, 1.0, 0.81, 0.52, 1.0, 0.43, 1.0, 0.81, 0.52, 0.52, 0.52, 1.0, 0.52, 0.81, 0.52, 1.0, 0.81, 1.0, 0.52, 0.43, 0.81, 0.52, 0.43, 0.52, 1.0, 0.52, 0.52, 1.0, 1.0, 1.0, 1.0, 0.81, 0.81, 1.0, 1.0, 1.0, 1.0, 1.0, 0.52, 1.0, 0.52, 1.0, 1.0]",38.05,"[2, 3, 13, 27, 30]","[0.01, 0.04, 0.04, 0.0, 0.03, 0.03, 0.01, 0.01, 0.01, 0.01, 0.03, 0.0, 0.04, 0.01, 0.01, 0.03, 0.03, 0.03, 0.0, 0.03, 0.01, 0.03, 0.0, 0.01, 0.01, 0.03, 0.04, 0.01, 0.03, 0.04, 0.03, 0.0, 0.03, 0.03, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0, 0.01, 0.0, 0.01, 0.03, 0.0, 0.03, 0.0, 0.0]",0.09000000000000002,"[(13, 30), (2, 27), (13, 27), (30, 46), (3, 7), (2, 39), (13, 39), (3, 10), (2, 48), (3, 13), (13, 48), (3, 28), (3, 31), (2, 11), (27, 28), (2, 8), (3, 34), (3, 40), (27, 31), (2, 17), (13, 17), (27, 34), (27, 40), (3, 46), (2, 26), (13, 26), (13, 24), (27, 46), (2, 29), (13, 29), (30, 39), (30, 48), (3, 6), (3, 15), (3, 21), (3, 24), (3, 30), (3, 27), (2, 7), (27, 30), (2, 10), (27, 39), (2, 13), (3, 39), (30, 31), (13, 15), (3, 48), (2, 28), (13, 28), (30, 40), (2, 31), (13, 31), (27, 48), (2, 34), (2, 40), (13, 34), (3, 11), (13, 40), (3, 8), (2, 46), (13, 46), (3, 17), (30, 34), (3, 26), (2, 3), (3, 29), (2, 6), (27, 29), (2, 15), (2, 21), (13, 21), (2, 24), (2, 30)]"
13,Plurality,ATVA_1,50,3,"{'A': 18, 'C': 17, 'B': 15}","[0.52, 1.0, 0.81, 0.52, 1.0, 1.0, 1.0, 0.52, 1.0, 0.52, 0.43, 0.52, 1.0, 1.0, 0.52, 0.43, 0.81, 0.52, 1.0, 0.81, 1.0, 1.0, 1.0, 1.0, 0.43, 0.81, 0.52, 1.0, 0.52, 0.43, 0.43, 0.52, 1.0, 1.0, 1.0, 0.52, 0.81, 0.43, 0.52, 0.52, 0.43, 1.0, 0.52, 0.52, 0.43, 0.52, 0.52, 0.52, 1.0, 0.81]",35.660000000000004,[],"[0.03, 0.01, 0.01, 0.03, 0.01, 0.0, 0.0, 0.03, 0.0, 0.03, 0.04, 0.03, 0.01, 0.0, 0.03, 0.04, 0.01, 0.03, 0.0, 0.01, 0.01, 0.01, 0.01, 0.01, 0.04, 0.01, 0.03, 0.0, 0.03, 0.04, 0.04, 0.03, 0.01, 0.0, 0.01, 0.03, 0.01, 0.04, 0.03, 0.03, 0.04, 0.01, 0.03, 0.03, 0.04, 0.03, 0.03, 0.03, 0.01, 0.01]",0,
14,Plurality,ATVA_1,50,3,"{'A': 19, 'C': 18, 'B': 13}","[0.52, 0.52, 0.43, 0.43, 1.0, 1.0, 0.52, 1.0, 0.81, 1.0, 0.52, 1.0, 0.81, 0.52, 1.0, 0.52, 1.0, 0.52, 0.81, 1.0, 1.0, 0.81, 0.43, 1.0, 0.81, 0.43, 0.52, 0.52, 1.0, 0.52, 1.0, 0.81, 0.43, 0.52, 0.81, 0.52, 0.52, 1.0, 1.0, 0.81, 0.52, 1.0, 0.43, 1.0, 0.52, 0.43, 1.0, 0.52, 1.0, 1.0]",36.81,[],"[0.03, 0.03, 0.04, 0.04, 0.0, 0.01, 0.03, 0.0, 0.01, 0.01, 0.03, 0.01, 0.01, 0.03, 0.01, 0.03, 0.01, 0.03, 0.01, 0.0, 0.01, 0.01, 0.04, 0.0, 0.01, 0.04, 0.03, 0.03, 0.0, 0.03, 0.0, 0.01, 0.04, 0.03, 0.01, 0.03, 0.03, 0.0, 0.01, 0.01, 0.03, 0.01, 0.04, 0.01, 0.03, 0.04, 0.0, 0.03, 0.0, 0.01]",0,
15,Plurality,ATVA_1,50,3,"{'C': 26, 'A': 13, 'B': 11}","[1.0, 1.0, 0.52, 1.0, 0.43, 1.0, 1.0, 0.52, 0.52, 1.0, 1.0, 1.0, 0.43, 1.0, 0.81, 0.81, 1.0, 0.43, 1.0, 0.81, 0.52, 0.52, 1.0, 0.52, 1.0, 0.81, 0.52, 1.0, 0.81, 1.0, 1.0, 1.0, 0.52, 1.0, 1.0, 1.0, 0.52, 0.43, 0.43, 0.52, 0.43, 1.0, 1.0, 0.52, 0.52, 1.0, 1.0, 1.0, 0.81, 1.0]",39.68000000000001,[],"[0.01, 0.0, 0.03, 0.01, 0.04, 0.01, 0.01, 0.03, 0.03, 0.0, 0.0, 0.0, 0.04, 0.01, 0.01, 0.01, 0.01, 0.04, 0.01, 0.01, 0.03, 0.03, 0.01, 0.03, 0.01, 0.01, 0.03, 0.01, 0.01, 0.01, 0.01, 0.0, 0.03, 0.01, 0.0, 0.01, 0.03, 0.04, 0.04, 0.03, 0.04, 0.01, 0.01, 0.03, 0.03, 0.0, 0.0, 0.01, 0.01, 0.0]",0,
16,Plurality,ATVA_1,50,3,"{'B': 19, 'A': 18, 'C': 13}","[0.52, 1.0, 0.52, 0.43, 0.52, 1.0, 0.81, 0.52, 1.0, 0.43, 1.0, 1.0, 0.81, 1.0, 1.0, 0.52, 0.81, 0.81, 1.0, 0.52, 0.52, 0.52, 0.43, 0.81, 0.43, 0.81, 0.52, 1.0, 1.0, 0.81, 0.52, 1.0, 0.52, 1.0, 0.81, 1.0, 0.81, 1.0, 0.52, 0.43, 1.0, 1.0, 1.0, 0.52, 1.0, 1.0, 0.81, 0.52, 0.81, 0.81]",38.150000000000006,"[4, 10, 23, 25, 40]","[0.03, 0.0, 0.03, 0.04, 0.03, 0.0, 0.01, 0.03, 0.01, 0.04, 0.0, 0.01, 0.01, 0.0, 0.0, 0.03, 0.01, 0.01, 0.0, 0.03, 0.03, 0.03, 0.04, 0.01, 0.04, 0.01, 0.03, 0.0, 0.0, 0.01, 0.03, 0.01, 0.03, 0.0, 0.01, 0.01, 0.01, 0.0, 0.03, 0.04, 0.0, 0.01, 0.01, 0.03, 0.0, 0.01, 0.01, 0.03, 0.01, 0.01]",0.09000000000000002,"[(4, 49), (10, 37), (25, 35), (10, 40), (10, 49), (25, 47), (25, 50), (4, 21), (4, 18), (4, 24), (23, 25), (23, 37), (40, 47), (4, 27), (4, 33), (23, 40), (40, 50), (4, 30), (10, 18), (10, 25), (23, 49), (10, 21), (10, 24), (10, 30), (4, 48), (10, 27), (10, 33), (4, 5), (25, 40), (25, 37), (10, 48), (4, 17), (23, 24), (23, 30), (25, 49), (4, 20), (4, 26), (23, 27), (23, 33), (4, 23), (40, 49), (4, 35), (10, 17), (10, 23), (4, 47), (10, 20), (10, 26), (23, 48), (4, 50), (10, 35), (25, 27), (25, 33), (25, 30), (4, 7), (10, 47), (4, 10), (10, 50), (4, 13), (25, 48), (23, 26), (23, 35), (4, 25), (10, 13), (40, 48), (4, 40), (23, 47), (4, 37), (23, 50), (25, 26)]"
17,Plurality,ATVA_1,50,3,"{'C': 22, 'A': 14, 'B': 14}","[0.43, 1.0, 1.0, 1.0, 1.0, 0.81, 1.0, 1.0, 0.81, 0.52, 0.52, 0.81, 1.0, 0.52, 0.52, 0.52, 0.52, 1.0, 1.0, 1.0, 0.43, 1.0, 0.52, 0.81, 1.0, 0.52, 0.52, 0.52, 1.0, 1.0, 0.52, 1.0, 0.81, 0.52, 1.0, 0.52, 0.52, 1.0, 0.52, 1.0, 1.0, 0.43, 1.0, 1.0, 0.52, 0.52, 0.52, 1.0, 0.52, 0.81]",38.03000000000001,[],"[0.04, 0.01, 0.0, 0.01, 0.0, 0.01, 0.0, 0.0, 0.01, 0.03, 0.03, 0.01, 0.0, 0.03, 0.03, 0.03, 0.03, 0.0, 0.0, 0.01, 0.04, 0.0, 0.03, 0.01, 0.01, 0.03, 0.03, 0.03, 0.01, 0.01, 0.03, 0.0, 0.01, 0.03, 0.0, 0.03, 0.03, 0.01, 0.03, 0.01, 0.01, 0.04, 0.01, 0.0, 0.03, 0.03, 0.03, 0.01, 0.03, 0.01]",0,
18,Plurality,ATVA_1,50,3,"{'A': 19, 'C': 16, 'B': 15}","[0.81, 0.52, 0.52, 1.0, 0.81, 1.0, 0.81, 1.0, 1.0, 0.52, 0.52, 1.0, 0.52, 0.43, 1.0, 0.81, 0.52, 0.52, 1.0, 0.43, 0.52, 1.0, 0.52, 0.43, 0.52, 1.0, 1.0, 0.52, 0.52, 0.43, 1.0, 0.43, 1.0, 1.0, 1.0, 0.81, 0.52, 0.81, 1.0, 0.43, 0.52, 0.43, 0.52, 1.0, 1.0, 0.52, 0.43, 1.0, 1.0, 0.81]",36.43,[],"[0.01, 0.03, 0.03, 0.0, 0.01, 0.0, 0.01, 0.0, 0.0, 0.03, 0.03, 0.01, 0.03, 0.04, 0.01, 0.01, 0.03, 0.03, 0.0, 0.04, 0.03, 0.01, 0.03, 0.04, 0.03, 0.0, 0.01, 0.03, 0.03, 0.04, 0.01, 0.04, 0.0, 0.01, 0.0, 0.01, 0.03, 0.01, 0.0, 0.04, 0.03, 0.04, 0.03, 0.0, 0.0, 0.03, 0.04, 0.01, 0.01, 0.01]",0,
19,Plurality,ATVA_1,50,3,"{'B': 18, 'A': 16, 'C': 16}","[1.0, 1.0, 1.0, 0.43, 1.0, 0.81, 0.43, 0.81, 1.0, 1.0, 1.0, 0.81, 0.81, 0.43, 0.52, 0.43, 1.0, 1.0, 0.52, 0.81, 0.81, 0.52, 1.0, 0.43, 0.81, 0.81, 1.0, 0.43, 0.52, 1.0, 0.81, 0.52, 0.43, 0.52, 1.0, 1.0, 0.43, 0.52, 0.81, 0.52, 1.0, 0.52, 0.81, 1.0, 1.0, 1.0, 0.52, 0.52, 0.43, 0.43]",36.93,[],"[0.01, 0.01, 0.0, 0.04, 0.0, 0.01, 0.04, 0.01, 0.0, 0.01, 0.0, 0.01, 0.01, 0.04, 0.03, 0.04, 0.0, 0.0, 0.03, 0.01, 0.01, 0.03, 0.01, 0.04, 0.01, 0.01, 0.0, 0.04, 0.03, 0.0, 0.01, 0.03, 0.04, 0.03, 0.01, 0.01, 0.04, 0.03, 0.01, 0.03, 0.01, 0.03, 0.01, 0.01, 0.0, 0.01, 0.03, 0.03, 0.04, 0.04]",0,
20,Plurality,ATVA_3,50,3,"{'B': 21, 'C': 16, 'A': 13}","[0.52, 1.0, 1.0, 0.52, 0.52, 0.43, 1.0, 0.52, 1.0, 0.43, 1.0, 0.52, 1.0, 0.52, 0.81, 0.81, 0.52, 0.52, 0.43, 0.43, 0.81, 1.0, 1.0, 1.0, 0.81, 0.81, 1.0, 1.0, 0.43, 0.52, 1.0, 0.43, 0.43, 0.81, 1.0, 1.0, 1.0, 0.52, 1.0, 0.81, 0.81, 0.52, 0.52, 1.0, 1.0, 0.43, 1.0, 1.0, 1.0, 0.81]",37.97,"[5, 6, 19, 29, 32, 33, 46]","[0.03, 0.01, 0.0, 0.03, 0.01, 0.03, 0.0, 0.03, 0.0, 0.04, 0.01, 0.04, 0.01, 0.03, 0.01, 0.03, 0.03, 0.03, 0.03, 0.04, 0.03, 0.01, 0.01, 0.01, 0.03, 0.03, 0.01, 0.0, 0.03, 0.03, 0.01, 0.03, 0.03, 0.03, 0.0, 0.01, 0.0, 0.03, 0.01, 0.01, 0.03, 0.04, 0.03, 0.01, 0.01, 0.03, 0.01, 0.01, 0.01, 0.03]",0,
21,Plurality,ATVA_3,50,3,"{'B': 24, 'C': 14, 'A': 12}","[1.0, 1.0, 0.52, 0.43, 1.0, 1.0, 0.52, 0.81, 0.43, 1.0, 1.0, 0.52, 0.43, 1.0, 0.52, 1.0, 1.0, 0.43, 0.52, 0.52, 0.81, 1.0, 1.0, 1.0, 0.81, 0.43, 1.0, 1.0, 0.52, 0.81, 0.81, 0.43, 1.0, 1.0, 0.52, 1.0, 0.81, 1.0, 0.52, 1.0, 0.81, 1.0, 0.52, 0.52, 1.0, 0.43, 0.52, 1.0, 1.0, 1.0]",38.92,"[9, 18, 20, 26, 29, 32, 43, 46, 47]","[0.01, 0.0, 0.03, 0.04, 0.01, 0.01, 0.04, 0.03, 0.03, 0.01, 0.01, 0.03, 0.04, 0.01, 0.03, 0.01, 0.01, 0.03, 0.04, 0.01, 0.03, 0.0, 0.01, 0.01, 0.03, 0.03, 0.01, 0.0, 0.01, 0.03, 0.03, 0.03, 0.01, 0.0, 0.03, 0.01, 0.03, 0.01, 0.03, 0.01, 0.01, 0.0, 0.01, 0.03, 0.0, 0.03, 0.01, 0.01, 0.01, 0.0]",0,
22,Plurality,ATVA_3,50,3,"{'A': 23, 'C': 19, 'B': 8}","[0.43, 1.0, 0.43, 0.52, 0.81, 1.0, 1.0, 1.0, 0.81, 0.81, 1.0, 1.0, 0.81, 0.52, 0.81, 1.0, 1.0, 0.81, 1.0, 1.0, 1.0, 1.0, 0.43, 0.81, 0.43, 0.52, 0.43, 0.81, 0.52, 1.0, 0.43, 1.0, 1.0, 0.81, 0.52, 1.0, 1.0, 0.81, 1.0, 0.52, 1.0, 1.0, 1.0, 0.52, 1.0, 0.43, 0.81, 1.0, 0.52, 0.52]",39.60000000000001,"[1, 3, 14, 25, 29, 35, 40, 44, 49, 50]","[0.03, 0.01, 0.03, 0.03, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.0, 0.01, 0.01, 0.01, 0.01, 0.01, 0.04, 0.01, 0.03, 0.03, 0.04, 0.03, 0.01, 0.01, 0.04, 0.01, 0.01, 0.01, 0.01, 0.0, 0.0, 0.03, 0.01, 0.01, 0.01, 0.0, 0.01, 0.01, 0.01, 0.04, 0.03, 0.01, 0.01, 0.01]",0,
